unique_id,state,district,disease,no_of_cases,no_of_deaths,outbreak_start_date,reporting_date,current_status,week_number,year,week_date_range,rainfall_mm,max_temperature_c,min_temperature_c,total_calls,fever_calls,total_opd,fever_opd,occupancy_rate_pct,paracetamol_strips_sold,dengue_diagnostic_kits,aedes_larval_index,cases_lag_1,cases_lag_2,cases_lag_3,cases_rolling_3w,cases_rolling_7w,rainfall_lag_1,rainfall_lag_2,rainfall_lag_3,temperature_lag_1,temperature_lag_2,temperature_lag_3,min_temperature_lag_1,min_temperature_lag_2,min_temperature_lag_3,rainfall_trend_3w,temperature_trend_3w,min_temperature_trend_3w,week_sin,week_cos,mosquito_breeding_index,surge
TN/2019/14/2182,Tamil Nadu,Ariyalur,Acute Gastroenteritis,7,0,01-01-2019,07-01-2019,Closed,14,2019,Week 14 of 2019,6.76,30.974285714285713,0.0,296.0,130.0,956.0,352.0,81.08108108108108,3010.0,19.0,16.049230769230768,11.0,8.0,14.0,11.0,18.714285714285715,7.52,15.51,17.79,28.792857142857144,29.915714285714284,27.398571428571426,0.0,0.0,0.0,-5.134999999999996,0.697142857142854,0.0,0.992708874098054,-0.12053668025532288,0.6301938184487369,0
TN/2019/27/2339,Tamil Nadu,Ariyalur,Acute Gastroenteritis,58,0,01-01-2019,07-01-2019,Under Surveillance,27,2019,Week 27 of 2019,52.989999999999995,30.177142857142858,0.0,196.0,81.0,1113.0,413.0,86.78678678678679,1966.0,36.0,16.049230769230768,7.0,11.0,8.0,8.666666666666666,18.0,6.76,7.52,15.51,30.974285714285713,28.792857142857144,29.915714285714284,0.0,0.0,0.0,-4.375000000000001,0.5292857142857088,0.0,-0.12053668025532283,-0.992708874098054,0.6301938184487369,1
TN/2019/42/2506,Tamil Nadu,Ariyalur,Acute Gastroenteritis,14,0,01-01-2019,07-01-2019,Under Control,42,2019,Week 42 of 2019,38.089999999999996,31.02857142857143,0.0,298.0,122.0,1458.0,527.0,98.7987987987988,3255.0,119.0,16.049230769230768,58.0,7.0,11.0,25.333333333333332,17.857142857142858,52.989999999999995,6.76,7.52,30.177142857142858,30.974285714285713,28.792857142857144,0.0,0.0,0.0,22.734999999999992,0.6921428571428527,0.0,-0.9350162426854148,0.35460488704253557,0.6301938184487369,0
TN/2020/24/2837,Tamil Nadu,Ariyalur,Acute Gastroenteritis,67,0,01-01-2020,07-01-2020,Under Control,24,2020,Week 24 of 2020,44.6,29.94142857142857,0.0,286.0,112.0,1041.0,392.0,84.38438438438438,1622.0,45.0,15.323076923076922,14.0,58.0,7.0,26.333333333333332,17.571428571428573,38.089999999999996,52.989999999999995,6.76,31.02857142857143,30.177142857142858,30.974285714285713,0.0,0.0,0.0,15.665,0.02714285714285099,0.0,0.23931566428755768,-0.970941817426052,0.5374844668143242,1
TN/2020/36/2950,Tamil Nadu,Ariyalur,Acute Gastroenteritis,17,0,01-01-2020,07-01-2020,Under Surveillance,36,2020,Week 36 of 2020,72.32,29.415714285714284,0.0,189.0,73.0,825.0,302.0,82.28228228228228,1433.0,27.0,15.323076923076922,67.0,14.0,58.0,46.333333333333336,25.571428571428573,44.6,38.089999999999996,52.989999999999995,29.94142857142857,31.02857142857143,30.177142857142858,0.0,0.0,0.0,-4.194999999999999,-0.11785714285714674,0.0,-0.9350162426854147,-0.3546048870425359,0.5374844668143242,0
TN/2021/8/3210,Tamil Nadu,Ariyalur,Acute Gastroenteritis,7,0,01-01-2021,07-01-2021,Under Surveillance,8,2021,Week 8 of 2021,11.3,30.641428571428573,0.0,191.0,78.0,960.0,353.0,82.28228228228228,1070.0,52.0,18.188076923076924,17.0,67.0,14.0,32.666666666666664,26.0,72.32,44.6,38.089999999999996,29.415714285714284,29.94142857142857,31.02857142857143,0.0,0.0,0.0,17.11499999999998,-0.8064285714285678,0.0,0.8229838658936564,0.5680647467311559,0.9783328215102194,0
TN/2021/48/3622,Tamil Nadu,Ariyalur,Acute Gastroenteritis,11,1,01-01-2021,07-01-2021,Under Surveillance,48,2021,Week 48 of 2021,151.43,29.05857142857143,0.0,300.0,128.0,1559.0,606.0,101.50150150150151,3028.0,158.0,18.188076923076924,7.0,17.0,67.0,30.333333333333332,25.857142857142858,11.3,72.32,44.6,30.641428571428573,29.415714285714284,29.94142857142857,0.0,0.0,0.0,-16.649999999999995,0.3499999999999996,0.0,-0.4647231720437684,0.88545602565321,0.9783328215102194,0
TN/2022/4/3693,Tamil Nadu,Ariyalur,Acute Gastroenteritis,15,0,01-01-2022,07-01-2022,Closed,4,2022,Week 4 of 2022,11.11,27.8,0.0,264.0,103.0,1044.0,362.0,94.5945945945946,1227.0,56.0,14.348846153846154,11.0,7.0,17.0,11.666666666666666,25.857142857142858,151.43,11.3,72.32,29.05857142857143,30.641428571428573,29.415714285714284,0.0,0.0,0.0,39.554999999999964,-0.17857142857142907,0.0,0.4647231720437685,0.8854560256532099,0.3876268888999192,0
TN/2023/4/4269,Tamil Nadu,Ariyalur,Acute Gastroenteritis,9,0,01-01-2023,07-01-2023,Under Control,4,2023,Week 4 of 2023,15.76,27.215714285714284,0.0,242.0,107.0,1024.0,411.0,85.28528528528528,746.0,47.0,13.153846153846153,15.0,11.0,7.0,11.0,27.0,11.11,151.43,11.3,27.8,29.05857142857143,30.641428571428573,0.0,0.0,0.0,-0.0949999999999729,-1.420714285714285,0.0,0.4647231720437685,0.8854560256532099,0.24224351831442048,0
TN/2023/38/4565,Tamil Nadu,Ariyalur,Acute Gastroenteritis,22,0,01-01-2023,07-01-2023,Under Surveillance,38,2023,Week 38 of 2023,38.33,29.904285714285717,0.0,214.0,83.0,793.0,290.0,79.57957957957959,1920.0,47.0,13.153846153846153,9.0,15.0,11.0,11.666666666666666,20.0,15.76,11.11,151.43,27.215714285714284,27.8,29.05857142857143,0.0,0.0,0.0,-67.83500000000001,-0.9214285714285709,0.0,-0.992708874098054,-0.12053668025532357,0.24224351831442048,1
TN/2024/9/4765,Tamil Nadu,Ariyalur,Acute Gastroenteritis,5,0,01-01-2024,07-01-2024,Closed,9,2024,Week 9 of 2024,6.5200000000000005,28.301428571428573,0.0,180.0,77.0,884.0,331.0,86.18618618618619,926.0,52.0,14.127307692307692,22.0,9.0,15.0,15.333333333333334,21.142857142857142,38.33,15.76,11.11,29.904285714285717,27.215714285714284,27.8,0.0,0.0,0.0,13.609999999999994,1.0521428571428588,0.0,0.8854560256532099,0.4647231720437686,0.4128712659496859,0
TN/2024/37/5011,Tamil Nadu,Ariyalur,Acute Gastroenteritis,16,0,01-01-2024,07-01-2024,Under Surveillance,37,2024,Week 37 of 2024,37.63,30.50857142857143,0.0,217.0,86.0,715.0,254.0,81.38138138138137,1815.0,29.0,14.127307692307692,5.0,22.0,9.0,12.0,12.285714285714286,6.5200000000000005,38.33,15.76,28.301428571428573,29.904285714285717,27.215714285714284,0.0,0.0,0.0,-4.619999999999992,0.5428571428571457,0.0,-0.970941817426052,-0.23931566428755774,0.4128712659496859,0
TN/2024/46/5096,Tamil Nadu,Ariyalur,Acute Gastroenteritis,12,0,01-01-2024,07-01-2024,Closed,46,2024,Week 46 of 2024,68.19,27.84142857142857,0.0,318.0,129.0,1130.0,420.0,103.003003003003,2341.0,152.0,14.127307692307692,16.0,5.0,22.0,14.333333333333334,12.142857142857142,37.63,6.5200000000000005,38.33,30.50857142857143,28.301428571428573,29.904285714285717,0.0,0.0,0.0,-0.35000000000000453,0.3021428571428522,0.0,-0.6631226582407955,0.7485107481711007,0.4128712659496859,0
TN/2024/52/5164,Tamil Nadu,Ariyalur,Acute Gastroenteritis,12,0,01-01-2024,07-01-2024,Closed,52,2024,Week 52 of 2024,155.12,27.625714285714285,0.0,327.0,143.0,1361.0,477.0,97.5975975975976,2953.0,102.0,14.127307692307692,12.0,16.0,5.0,11.0,12.857142857142858,68.19,37.63,6.5200000000000005,27.84142857142857,30.50857142857143,28.301428571428573,0.0,0.0,0.0,30.834999999999994,-0.23000000000000526,0.0,6.432490598706546e-16,1.0,0.4128712659496859,0
TN/2025/2/5199,Tamil Nadu,Ariyalur,Acute Gastroenteritis,8,0,01-01-2025,07-01-2025,Closed,2,2025,Week 2 of 2025,11.33,28.71142857142857,0.0,247.0,101.0,1232.0,459.0,104.2042042042042,2089.0,43.0,15.006538461538462,12.0,12.0,16.0,13.333333333333334,13.0,155.12,68.19,37.63,27.625714285714285,27.84142857142857,30.50857142857143,0.0,0.0,0.0,58.745000000000005,-1.4414285714285677,0.0,0.23931566428755774,0.970941817426052,0.5013476918002236,0
TN/2025/4/5217,Tamil Nadu,Ariyalur,Acute Gastroenteritis,13,0,01-01-2025,07-01-2025,Closed,4,2025,Week 4 of 2025,9.92,26.99142857142857,0.0,252.0,102.0,975.0,361.0,82.58258258258259,1204.0,43.0,15.006538461538462,8.0,12.0,12.0,10.666666666666666,12.0,11.33,155.12,68.19,28.71142857142857,27.625714285714285,27.84142857142857,0.0,0.0,0.0,-28.429999999999964,0.435000000000002,0.0,0.4647231720437685,0.8854560256532099,0.5013476918002236,0
TN/2025/33/5463,Tamil Nadu,Ariyalur,Acute Gastroenteritis,29,0,01-01-2025,07-01-2025,Under Control,33,2025,Week 33 of 2025,47.46,28.958571428571428,0.0,201.0,82.0,796.0,305.0,80.78078078078079,1951.0,31.0,15.006538461538462,13.0,8.0,12.0,11.0,12.571428571428571,9.92,11.33,155.12,26.99142857142857,28.71142857142857,27.625714285714285,0.0,0.0,0.0,-72.60000000000001,-0.31714285714285645,0.0,-0.7485107481711011,-0.6631226582407952,0.5013476918002236,1
TN/2025/36/5505,Tamil Nadu,Ariyalur,Acute Gastroenteritis,17,0,01-01-2025,07-01-2025,Under Control,36,2025,Week 36 of 2025,64.75999999999999,30.122857142857146,0.0,181.0,74.0,803.0,300.0,69.96996996996997,2120.0,52.0,15.006538461538462,29.0,13.0,8.0,16.666666666666668,13.571428571428571,47.46,9.92,11.33,28.958571428571428,26.99142857142857,28.71142857142857,0.0,0.0,0.0,18.06499999999999,0.12357142857142238,0.0,-0.9350162426854147,-0.3546048870425359,0.5013476918002236,0
TN/2025/43/5589,Tamil Nadu,Ariyalur,Acute Gastroenteritis,11,0,01-01-2025,07-01-2025,Under Surveillance,43,2025,Week 43 of 2025,51.53,31.012857142857143,0.0,423.0,173.0,1113.0,397.0,105.10510510510511,2023.0,109.0,15.006538461538462,17.0,29.0,13.0,19.666666666666668,15.285714285714286,64.75999999999999,47.46,9.92,30.122857142857146,28.958571428571428,26.99142857142857,0.0,0.0,0.0,27.419999999999987,1.5657142857142852,0.0,-0.8854560256532101,0.464723172043768,0.5013476918002236,0
TN/2025/49/5645,Tamil Nadu,Ariyalur,Acute Gastroenteritis,11,0,01-01-2025,07-01-2025,Under Surveillance,49,2025,Week 49 of 2025,57.95,28.74857142857143,0.0,362.0,166.0,1289.0,475.0,107.2072072072072,2104.0,83.0,15.006538461538462,11.0,17.0,29.0,19.0,14.571428571428571,51.53,64.75999999999999,47.46,31.012857142857143,30.122857142857146,28.958571428571428,0.0,0.0,0.0,2.0350000000000006,1.0271428571428551,0.0,-0.35460488704253595,0.9350162426854147,0.5013476918002236,0
TN/2015/7/0067,Tamil Nadu,Ariyalur,Dengue,5,1,01-01-2015,07-01-2015,Under Control,7,2015,Week 7 of 2015,10.43,29.955714285714286,0.0,191.0,78.0,1046.0,372.0,59.75975975975976,907.0,57.0,15.554814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7485107481711011,0.6631226582407953,0.5952630218350059,0
TN/2015/9/0082,Tamil Nadu,Ariyalur,Dengue,6,0,01-01-2015,07-01-2015,Closed,9,2015,Week 9 of 2015,12.93,29.23428571428571,0.0,187.0,74.0,944.0,347.0,70.27027027027027,1311.0,37.0,15.554814814814815,5.0,0.0,0.0,5.0,5.0,10.43,0.0,0.0,29.955714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8854560256532099,0.4647231720437686,0.5952630218350059,0
TN/2015/21/0217,Tamil Nadu,Ariyalur,Dengue,9,0,01-01-2015,07-01-2015,Under Control,21,2015,Week 21 of 2015,9.85,32.01,0.0,244.0,98.0,1239.0,476.0,101.2012012012012,2081.0,38.0,15.554814814814815,6.0,5.0,0.0,5.5,5.5,12.93,10.43,0.0,29.23428571428571,29.955714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5680647467311558,-0.8229838658936564,0.5952630218350059,0
TN/2015/23/0237,Tamil Nadu,Ariyalur,Dengue,2,0,01-01-2015,07-01-2015,Under Control,23,2015,Week 23 of 2015,65.38000000000001,29.25857142857143,0.0,258.0,101.0,1133.0,447.0,97.2972972972973,863.0,24.0,15.554814814814815,9.0,6.0,5.0,6.666666666666667,6.666666666666667,9.85,12.93,10.43,32.01,29.23428571428571,29.955714285714286,0.0,0.0,0.0,-0.29000000000000065,1.0271428571428562,0.0,0.35460488704253584,-0.9350162426854147,0.5952630218350059,0
TN/2015/45/0472,Tamil Nadu,Ariyalur,Dengue,55,0,01-01-2015,07-01-2015,Under Control,45,2015,Week 45 of 2015,88.82,28.21142857142857,0.0,290.0,117.0,1413.0,556.0,97.2972972972973,3293.0,163.0,15.554814814814815,2.0,9.0,6.0,5.666666666666667,5.5,65.38000000000001,9.85,12.93,29.25857142857143,32.01,29.23428571428571,0.0,0.0,0.0,26.224999999999998,0.012142857142859356,0.0,-0.7485107481711011,0.6631226582407952,0.5952630218350059,1
TN/2016/6/0620,Tamil Nadu,Ariyalur,Dengue,2,0,01-01-2016,07-01-2016,Closed,6,2016,Week 6 of 2016,14.709999999999999,29.958571428571428,0.0,208.0,82.0,791.0,301.0,76.87687687687688,1058.0,60.0,12.266153846153847,55.0,2.0,9.0,22.0,15.4,88.82,65.38000000000001,9.85,28.21142857142857,29.25857142857143,32.01,0.0,0.0,0.0,39.48499999999999,-1.8992857142857125,0.0,0.6631226582407952,0.7485107481711011,0.17457424066975938,0
TN/2016/8/0630,Tamil Nadu,Ariyalur,Dengue,6,0,01-01-2016,07-01-2016,Closed,8,2016,Week 8 of 2016,13.63,28.919999999999998,0.0,198.0,82.0,1063.0,412.0,71.77177177177178,783.0,35.0,12.266153846153847,2.0,55.0,2.0,19.666666666666668,13.166666666666666,14.709999999999999,88.82,65.38000000000001,29.958571428571428,28.21142857142857,29.25857142857143,0.0,0.0,0.0,-25.334999999999994,0.34999999999999587,0.0,0.8229838658936564,0.5680647467311559,0.17457424066975938,0
TN/2016/22/0769,Tamil Nadu,Ariyalur,Dengue,4,0,01-01-2016,07-01-2016,Under Control,22,2016,Week 22 of 2016,61.07,30.057142857142857,0.0,279.0,108.0,960.0,334.0,81.98198198198197,2623.0,48.0,12.266153846153847,6.0,2.0,55.0,21.0,12.142857142857142,13.63,14.709999999999999,88.82,28.919999999999998,29.958571428571428,28.21142857142857,0.0,0.0,0.0,-37.595000000000006,0.35428571428571454,0.0,0.46472317204376906,-0.8854560256532096,0.17457424066975938,0
TN/2017/19/1206,Tamil Nadu,Ariyalur,Dengue,3,0,01-01-2017,07-01-2017,Under Control,19,2017,Week 19 of 2017,4.82,31.714285714285715,0.0,189.0,79.0,1145.0,428.0,88.58858858858859,2197.0,39.0,16.205,4.0,6.0,2.0,4.0,12.0,61.07,13.63,14.709999999999999,30.057142857142857,28.919999999999998,29.958571428571428,0.0,0.0,0.0,23.17999999999999,0.04928571428570938,0.0,0.7485107481711013,-0.663122658240795,0.6873394423593879,0
TN/2017/21/1233,Tamil Nadu,Ariyalur,Dengue,3,0,01-01-2017,07-01-2017,Closed,21,2017,Week 21 of 2017,4.13,32.38857142857143,0.0,260.0,99.0,1063.0,372.0,79.57957957957959,1536.0,57.0,16.205,3.0,4.0,6.0,4.333333333333333,11.571428571428571,4.82,61.07,13.63,31.714285714285715,30.057142857142857,28.919999999999998,0.0,0.0,0.0,-4.404999999999993,1.397142857142859,0.0,0.5680647467311558,-0.8229838658936564,0.6873394423593879,0
TN/2017/37/1368,Tamil Nadu,Ariyalur,Dengue,26,0,01-01-2017,07-01-2017,Under Surveillance,37,2017,Week 37 of 2017,58.57,29.958571428571428,0.0,281.0,121.0,800.0,271.0,81.68168168168168,893.0,38.0,16.205,3.0,3.0,4.0,3.3333333333333335,10.714285714285714,4.13,4.82,61.07,32.38857142857143,31.714285714285715,30.057142857142857,0.0,0.0,0.0,-28.470000000000002,1.1657142857142806,0.0,-0.970941817426052,-0.23931566428755774,0.6873394423593879,1
TN/2018/29/1793,Tamil Nadu,Ariyalur,Dengue,8,0,01-01-2018,07-01-2018,Under Control,29,2018,Week 29 of 2018,41.2,30.025714285714287,0.0,182.0,77.0,1001.0,366.0,83.78378378378379,1103.0,24.0,13.218076923076923,26.0,3.0,3.0,10.666666666666666,14.142857142857142,58.57,4.13,4.82,29.958571428571428,32.38857142857143,31.714285714285715,0.0,0.0,0.0,26.87499999999999,-0.8778571428571476,0.0,-0.3546048870425356,-0.9350162426854148,0.31972985351608724,0
TN/2018/36/1874,Tamil Nadu,Ariyalur,Dengue,37,0,01-01-2018,07-01-2018,Under Surveillance,36,2018,Week 36 of 2018,53.98,30.99857142857143,0.0,197.0,78.0,849.0,313.0,70.87087087087087,1420.0,18.0,13.218076923076923,8.0,26.0,3.0,12.333333333333334,7.428571428571429,41.2,58.57,4.13,30.025714285714287,29.958571428571428,32.38857142857143,0.0,0.0,0.0,18.535000000000004,-1.1814285714285748,0.0,-0.9350162426854147,-0.3546048870425359,0.31972985351608724,1
TN/2018/41/1918,Tamil Nadu,Ariyalur,Dengue,69,0,01-01-2018,07-01-2018,Closed,41,2018,Week 41 of 2018,81.82,30.625714285714285,0.0,365.0,139.0,1885.0,686.0,106.006006006006,1931.0,220.0,13.218076923076923,37.0,8.0,26.0,23.666666666666668,12.428571428571429,53.98,41.2,58.57,30.99857142857143,30.025714285714287,29.958571428571428,0.0,0.0,0.0,-2.295000000000005,0.5199999999999942,0.0,-0.9709418174260521,0.23931566428755738,0.31972985351608724,1
TN/2018/48/2014,Tamil Nadu,Ariyalur,Dengue,64,0,01-01-2018,07-01-2018,Closed,48,2018,Week 48 of 2018,129.22,27.565714285714286,0.0,380.0,157.0,1315.0,490.0,89.7897897897898,4448.0,93.0,13.218076923076923,69.0,37.0,8.0,38.0,21.428571428571427,81.82,53.98,41.2,30.625714285714285,30.99857142857143,30.025714285714287,0.0,0.0,0.0,20.309999999999985,0.3000000000000004,0.0,-0.4647231720437684,0.88545602565321,0.31972985351608724,1
TN/2019/2/2079,Tamil Nadu,Ariyalur,Dengue,13,0,01-01-2019,07-01-2019,Under Control,2,2019,Week 2 of 2019,17.79,27.398571428571426,0.0,232.0,88.0,1016.0,386.0,83.48348348348348,1099.0,36.0,16.049230769230768,64.0,69.0,37.0,56.666666666666664,30.0,129.22,81.82,53.98,27.565714285714286,30.625714285714285,30.99857142857143,0.0,0.0,0.0,37.620000000000005,-1.7164285714285736,0.0,0.23931566428755774,0.970941817426052,0.6301938184487369,0
TN/2019/14/2181,Tamil Nadu,Ariyalur,Dengue,3,0,01-01-2019,07-01-2019,Closed,14,2019,Week 14 of 2019,6.76,30.974285714285713,0.0,296.0,130.0,956.0,352.0,81.08108108108108,3010.0,19.0,16.049230769230768,13.0,64.0,69.0,48.666666666666664,31.428571428571427,17.79,129.22,81.82,27.398571428571426,27.565714285714286,30.625714285714285,0.0,0.0,0.0,-32.015,-1.6135714285714278,0.0,0.992708874098054,-0.12053668025532288,0.6301938184487369,0
